position.x,position.y,position.z,scale.x,scale.y,scale.z,rotation.w,rotation.x,rotation.y,rotation.z
0.1665613353252411,0.18394199013710022,1.6075800657272339,0.08811947703361511,0.4405973553657532,0.44059738516807556,0.5569599866867065,-0.4358867406845093,0.40421777963638306,-0.580005407333374
0.23407603800296783,0.19388072192668915,1.7033650875091553,0.07817910611629486,0.3908955156803131,0.3908954858779907,0.7267153263092041,-0.2892902195453644,0.03147587180137634,-0.6222582459449768
0.3190824091434479,0.23913629353046417,1.7901955842971802,0.07478147000074387,0.3739073574542999,0.37390732765197754,0.6383501291275024,-0.4654468297958374,0.42600640654563904,-0.4408934414386749
0.3947279453277588,0.30587196350097656,1.8441044092178345,0.0824250727891922,0.4121253490447998,0.4121253490447998,0.6577776670455933,-0.6985268592834473,0.027106840163469315,-0.2804529070854187
0.4737299084663391,0.3878059387207031,1.8791611194610596,0.0705527663230896,0.3527638018131256,0.3527638018131256,0.7885775566101074,-0.3537868857383728,0.38406944274902344,-0.3247630000114441
0.558785617351532,0.47989940643310547,1.9076708555221558,0.06837863475084305,0.34189319610595703,0.34189319610595703,0.4807961881160736,-0.7974815964698792,0.2825016677379608,-0.23032787442207336
0.630705714225769,0.5659266710281372,1.9176957607269287,0.0708942860364914,0.35447147488594055,0.35447144508361816,0.7694493532180786,-0.6228842735290527,0.048188384622335434,-0.13281826674938202
0.7300405502319336,0.641648530960083,1.912923812866211,0.08081451058387756,0.4040725529193878,0.4040725529193878,0.39224597811698914,-0.5569603443145752,0.5521188974380493,-0.48073166608810425
0.8444492816925049,0.6788583993911743,1.903777837753296,0.07030867040157318,0.3515433371067047,0.3515433073043823,0.381388783454895,-0.7823286056518555,0.4011899530887604,-0.2855716943740845
0.9539175033569336,0.699844479560852,1.875081181526184,0.08156483620405197,0.40782418847084045,0.40782418847084045,0.4545884430408478,-0.5880116820335388,0.4778335392475128,-0.4682592451572418
1.05167818069458,0.7450080513954163,1.8069401979446411,0.06461110711097717,0.32305553555488586,0.32305553555488586,0.04669327288866043,-0.8429933190345764,0.5289559364318848,-0.08595132827758789
1.105608582496643,0.7924298048019409,1.7202787399291992,0.08147074282169342,0.4073537588119507,0.4073537588119507,0.37205955386161804,-0.9123964905738831,0.16379313170909882,0.047709133476018906
1.1561263799667358,0.8443207144737244,1.6214443445205688,0.0648203045129776,0.32410165667533875,0.32410165667533875,0.09906038641929626,-0.8348251581192017,0.4161584675312042,-0.3465055227279663
1.1627161502838135,0.8499349355697632,1.611281156539917,0.07582678645849228,0.3791339695453644,0.3791339695453644,0.15809279680252075,-0.9498323798179626,0.24310193955898285,0.11716058850288391
0.30531033873558044,0.2040942758321762,1.7975410223007202,0.08259475231170654,0.4129737615585327,0.41297367215156555,0.5396971106529236,0.029564552009105682,0.13013337552547455,-0.831214964389801
0.35649996995925903,0.17106299102306366,1.8929224014282227,0.08566083014011383,0.4283040761947632,0.42830410599708557,0.4778718650341034,-0.11546547710895538,0.5094520449638367,-0.7062328457832336
0.4078170657157898,0.13376876711845398,1.995811104774475,0.08170934021472931,0.40854671597480774,0.40854668617248535,0.4858177602291107,-0.40567412972450256,0.21206936240196228,-0.7446047067642212
0.45445677638053894,0.0879335030913353,2.107675075531006,0.07415395230054855,0.37076976895332336,0.370769739151001,0.27239495515823364,0.06085280701518059,0.23490144312381744,-0.9310849905014038
0.4876132011413574,0.04356937110424042,2.2040281295776367,0.07895146310329437,0.39475730061531067,0.39475730061531067,0.31415295600891113,-0.16114114224910736,0.6168835759162903,-0.7034174203872681
0.5224540829658508,0.00041617266833782196,2.3116424083709717,0.07774491608142853,0.38872456550598145,0.38872453570365906,0.46272000670433044,-0.2850456237792969,0.04253300651907921,-0.8383496403694153
0.555996835231781,-0.036896269768476486,2.425584077835083,0.08330503106117249,0.4165251851081848,0.4165251851081848,0.34912097454071045,0.1462668478488922,0.28312215209007263,-0.8812277913093567
0.5855308175086975,-0.06398829817771912,2.5290074348449707,0.06574525684118271,0.32872629165649414,0.32872626185417175,0.44105949997901917,-0.3095705509185791,0.3657423257827759,-0.758857786655426
0.6344172954559326,-0.08426060527563095,2.6447227001190186,0.0814305916428566,0.40715292096138,0.40715292096138,0.6858212947845459,-0.12318295985460281,0.019185325130820274,-0.7170125246047974
0.6939955353736877,-0.09091085940599442,2.7447867393493652,0.06301216036081314,0.3150607943534851,0.3150607645511627,0.5579224228858948,-0.12096771597862244,0.5388517379760742,-0.6194579601287842
0.7587020397186279,-0.09041619300842285,2.8378219604492188,0.07654380798339844,0.3827190399169922,0.3827190399169922,0.5914539694786072,-0.4931083023548126,0.15592850744724274,-0.61863774061203
0.7937156558036804,-0.0915415808558464,2.890988349914551,0.07187633961439133,0.35938167572021484,0.35938167572021484,0.6192854046821594,0.052734751254320145,0.19251714646816254,-0.7593693137168884
0.48786741495132446,0.12483035773038864,2.079308032989502,0.08141019195318222,0.4070510268211365,0.4070509970188141,0.4394110441207886,-0.5574327111244202,0.5589893460273743,-0.4286227822303772
0.5792369246482849,0.13268406689167023,2.1477813720703125,0.08332984149456024,0.4166491627693176,0.41664919257164,0.6877807974815369,-0.40197911858558655,0.03974065184593201,-0.6031509041786194
